pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,humidity
28.83,11,1,3,0.976704,2.836556,3.6,1012.5,90
29.6,11,1,4,1.315113,2.696382,2.2,1013.3,91
29.89,11,1,5,1.462707,1.363997,1.2,1014.1,93
31.38,11,1,6,1.02606,2.819078,0.7,1015.2,95
20.39,11,1,7,1.902113,0.618034,0.6,1016.5,96
14.93,11,1,8,0.920505,0.390731,1.3,1017.7,97
12.93,11,1,9,3.0,0.0,0.8,1018.5,98
10.26,11,1,10,0.927184,-0.374607,1.0,1019.2,98
11.28,11,1,11,0.656059,-0.75471,1.6,1019.5,98
12.21,11,1,12,0.449902,-1.94874,1.8,1020.0,94
14.29,11,1,13,0.483844,-1.940591,2.5,1020.2,88
17.13,11,1,14,0.559193,-0.829038,2.8,1020.1,88
19.8,11,1,15,1.597271,-1.20363,2.2,1020.4,88
16.84,11,1,16,1.532089,-1.285575,1.9,1020.5,90
23.48,11,1,17,1.677341,-1.089278,1.2,1021.1,92
26.78,11,1,18,2.648843,-1.408415,0.8,1020.8,93
29.37,11,1,19,1.658075,-1.118386,0.1,1021.3,95
34.01,11,1,20,1.363997,-1.462707,-0.2,1021.3,96
39.14,11,1,21,1.43868,-1.389317,-0.1,1021.3,96
40.8,11,1,22,1.312118,-1.509419,0.1,1021.3,95
,11,1,23,1.714335,-1.030076,-0.4,1021.1,95
,11,2,0,2.718923,-1.267855,-1.1,1020.3,96
,11,2,1,1.765895,-0.938943,-0.9,1019.7,96
,11,2,2,1.363997,-1.462707,-0.6,1019.6,96
,11,2,3,1.43868,-1.389317,-0.5,1019.3,96
,11,2,4,1.597271,-1.20363,-0.7,1019.0,96
,11,2,5,2.648843,-1.408415,-0.9,1018.6,96
,11,2,6,2.648843,-1.408415,-0.5,1018.2,96
,11,2,7,2.696382,-1.315113,0.2,1018.4,96
30.42,11,2,8,2.298133,-1.928363,1.9,1018.1,92
28.46,11,2,9,1.928363,-2.298133,4.6,1017.9,85
29.54,11,2,10,1.462707,-1.363997,6.9,1017.2,78
29.41,11,2,11,1.805445,-2.395907,8.9,1016.5,71
25.78,11,2,12,1.589758,-2.544144,10.1,1015.8,66
27.73,11,2,13,2.158019,-2.083975,10.3,1015.0,65
24.32,11,2,14,2.623859,-1.454429,8.9,1014.5,73
24.97,11,2,15,2.331438,-1.887961,7.0,1014.4,82
24.09,11,2,16,2.264129,-1.968177,5.8,1014.1,86
32.26,11,2,17,1.389317,-1.43868,5.1,1013.9,89
38.39,11,2,18,0.845237,-1.812616,4.9,1013.6,89
47.36,11,2,19,1.414214,-1.414214,3.6,1013.1,93
44.98,11,2,20,1.285575,-1.532089,3.2,1012.8,94
51.54,11,2,21,0.573576,-0.819152,2.7,1012.7,94
41.38,11,2,22,0.618034,-1.902113,2.4,1012.3,96
44.87,11,2,23,0.876742,-1.797588,2.5,1012.0,95
44.86,11,3,0,0.669131,-0.743145,0.9,1012.0,94
39.43,11,3,1,0.156434,-0.987688,-0.3,1011.8,96
33.43,11,3,2,0.0,0.0,-1.2,1011.7,96
30.75,11,3,3,0.0,0.0,-0.8,1011.7,96
31.13,11,3,4,0.0,0.0,-0.8,1011.4,97
31.22,11,3,5,0.731354,-0.681998,-0.8,1011.0,97
31.59,11,3,6,0.0,0.0,0.0,1011.1,97
30.08,11,3,7,0.0,0.0,-0.7,1011.4,97
30.35,11,3,8,0.694658,-0.71934,3.0,1011.1,97
31.75,11,3,9,-0.866025,-0.5,5.8,1010.9,84
29.47,11,3,10,-1.891037,-0.651136,7.6,1010.5,75
33.05,11,3,11,-3.939231,-0.694593,8.3,1010.2,74
37.7,11,3,12,-2.995889,-0.157008,8.7,1009.9,74
35.96,11,3,13,-2.999543,-0.052357,8.6,1009.7,75
40.97,11,3,14,-1.797588,-0.876742,8.5,1009.3,75
42.81,11,3,15,0.292372,-0.956305,6.6,1009.2,84
38.29,11,3,16,-0.857167,-0.515038,5.3,1009.3,89
40.44,11,3,17,-0.891007,-0.45399,4.4,1009.5,90
45.86,11,3,18,-0.743145,-0.669131,3.5,1009.5,94
51.02,11,3,19,-2.761515,-1.172193,4.8,1009.4,91
47.29,11,3,20,-2.910887,-0.725766,4.5,1009.2,90
48.08,11,3,21,-2.897777,-0.776457,4.5,1009.3,91
47.68,11,3,22,-2.92311,-0.674853,4.3,1009.3,92
47.49,11,3,23,-2.910887,-0.725766,4.0,1009.1,93
46.68,11,4,0,-2.92311,-0.674853,4.4,1008.9,93
41.8,11,4,1,-2.910887,-0.725766,4.6,1008.8,95
40.07,11,4,2,-2.92311,-0.674853,4.6,1008.8,97
31.79,11,4,3,-2.910887,-0.725766,4.7,1009.0,98
32.91,11,4,4,-2.983566,-0.313585,4.8,1009.3,98
29.97,11,4,5,-1.891037,-0.651136,5.1,1009.4,98
33.05,11,4,6,-1.940591,-0.483844,5.3,1009.8,99
33.68,11,4,7,-1.922523,-0.551275,5.6,1010.2,99
34.61,11,4,8,-2.970804,-0.417519,5.9,1010.4,99
40.05,11,4,9,-2.944882,-0.572427,6.6,1010.3,98
45.35,11,4,10,-1.902113,-0.618034,7.0,1010.3,95
49.66,11,4,11,-1.922523,-0.551275,7.2,1010.1,94
51.12,11,4,12,-1.902113,-0.618034,7.6,1009.7,93
56.33,11,4,13,-1.985092,-0.243739,7.8,1009.4,92
59.65,11,4,14,-1.714335,-1.030076,7.9,1009.4,91
63.08,11,4,15,0.0,0.0,7.7,1009.6,93
62.95,11,4,16,-0.0,1.0,7.6,1009.9,93
65.34,11,4,17,0.529919,-0.848048,6.9,1010.1,94
83.15,11,4,18,1.462707,-1.363997,6.8,1010.0,96
79.15,11,4,19,2.598076,-1.5,6.5,1009.5,97
62.59,11,4,20,1.576022,-1.231323,5.9,1009.5,98
58.53,11,4,21,1.597271,-1.20363,5.5,1009.4,97
59.37,11,4,22,2.718923,-1.267855,5.6,1009.1,98
32.28,11,4,23,2.67302,-1.361971,5.6,1008.8,98
27.42,11,5,0,4.667902,-1.79184,5.5,1008.5,98
23.6,11,5,1,2.487113,-1.677579,5.6,1008.4,99
27.96,11,5,2,3.194542,-2.40726,5.5,1007.8,99
34.67,11,5,3,4.145188,-2.795965,5.3,1007.5,98
33.6,11,5,4,3.564026,-1.815962,5.3,1007.4,98
31.56,11,5,5,3.194542,-2.40726,5.4,1007.1,97
31.42,11,5,6,4.414738,-2.347358,5.6,1007.2,95
31.81,11,5,7,2.836556,-0.976704,5.8,1007.8,94
33.8,11,5,8,4.806308,-1.378187,6.4,1007.2,92
39.72,11,5,9,3.354682,-2.178556,6.9,1007.2,89
44.04,11,5,10,4.602524,-1.953656,7.6,1006.7,85
44.41,11,5,11,5.601483,-2.150208,7.9,1006.5,83
37.21,11,5,12,6.82059,-1.574657,7.9,1006.2,82
31.15,11,5,13,4.727593,-1.627841,8.0,1005.9,80
29.79,11,5,14,4.806308,-1.378187,7.3,1005.7,81
31.87,11,5,15,3.950753,-0.625738,6.7,1005.6,83
36.35,11,5,16,3.939231,-0.694593,6.2,1005.8,85
40.84,11,5,17,1.992389,0.174311,4.5,1005.8,91
41.66,11,5,18,1.997259,0.104672,4.4,1005.7,92
40.35,11,5,19,2.988584,0.261467,3.8,1005.6,95
39.86,11,5,20,2.910887,0.725766,3.3,1005.7,96
40.89,11,5,21,1.992389,-0.174311,3.5,1005.8,97
43.01,11,5,22,0.927184,-0.374607,3.5,1006.0,98
47.65,11,5,23,-0.809017,-0.587785,2.7,1006.3,98
55.93,11,6,0,0.951057,-0.309017,2.8,1006.3,98
60.08,11,6,1,1.902113,-0.618034,3.6,1006.4,98
54.76,11,6,2,0.891007,-0.45399,3.8,1006.6,99
52.58,11,6,3,-0.945519,-0.325568,3.8,1006.9,99
57.36,11,6,4,0.034899,0.999391,3.8,1007.1,99
53.43,11,6,5,-0.781462,1.84101,3.9,1007.6,98
53.36,11,6,6,-0.104528,0.994522,4.0,1008.2,97
55.69,11,6,7,0.920505,-0.390731,4.1,1008.8,96
54.76,11,6,8,0.0,0.0,4.4,1009.5,95
53.43,11,6,9,1.118386,1.658075,4.3,1010.2,94
53.47,11,6,10,-1.638304,1.147153,4.1,1010.6,95
49.53,11,6,11,-0.415823,1.956295,4.2,1010.8,93
48.96,11,6,12,0.97437,0.224951,4.4,1011.1,89
45.55,11,6,13,0.999848,0.017452,4.3,1011.7,93
51.09,11,6,14,1.985092,-0.243739,4.4,1012.1,95
60.86,11,6,15,1.658075,1.118386,4.4,1012.8,94
62.95,11,6,16,1.995128,-0.139513,4.2,1013.6,95
56.81,11,6,17,2.995889,-0.157008,4.1,1014.0,94
55.43,11,6,18,2.998172,0.104698,4.0,1014.6,95
49.58,11,6,19,2.910887,0.725766,4.1,1015.0,93
38.42,11,6,20,2.977638,0.365608,4.2,1015.8,92
48.24,11,6,21,1.797588,0.876742,4.0,1016.4,95
38.83,11,6,22,1.782013,0.907981,4.1,1016.5,97
33.88,11,6,23,2.395907,1.805445,4.2,1016.9,97
30.95,11,0,0,1.118386,1.658075,4.4,1017.1,96
22.53,11,0,1,2.623859,1.454429,4.7,1017.3,96
15.62,11,0,2,2.883785,0.826912,4.8,1017.4,97
20.62,11,0,3,3.804226,1.236068,4.8,1017.7,98
26.24,11,0,4,1.363997,-1.462707,4.4,1017.9,98
33.0,11,0,5,1.879385,-0.68404,4.4,1018.2,98
38.2,11,0,6,3.997563,0.139598,4.5,1018.8,98
33.2,11,0,7,4.95134,0.695866,4.5,1019.3,95
28.61,11,0,8,4.993148,-0.26168,4.5,1019.4,94
25.84,11,0,9,4.993148,-0.26168,4.6,1019.6,92
24.27,11,0,10,4.993148,0.26168,4.8,1019.5,92
23.36,11,0,11,4.999238,-0.087262,4.9,1019.5,91
23.71,11,0,12,3.999391,0.06981,5.1,1019.2,90
25.69,11,0,13,3.782074,1.302273,5.1,1019.0,90
27.68,11,0,14,4.908136,0.954045,5.0,1019.2,90
28.13,11,0,15,3.970185,0.487477,4.9,1019.4,91
26.89,11,0,16,5.0,0.0,4.9,1019.4,90
26.72,11,0,17,3.999391,0.06981,4.9,1019.5,91
25.4,11,0,18,3.999391,-0.06981,4.9,1019.2,90
24.06,11,0,19,4.962731,-0.609347,4.9,1019.0,89
23.75,11,0,20,3.845047,-1.102549,5.1,1019.1,88
23.11,11,0,21,3.994518,-0.209344,3.9,1018.7,90
24.35,11,0,22,3.999391,-0.06981,3.4,1018.5,92
23.58,11,0,23,3.990256,-0.279026,2.9,1018.1,94
23.68,11,1,0,2.944882,-0.572427,2.4,1018.2,94
23.31,11,1,1,4.98782,-0.348782,3.9,1017.6,92
23.71,11,1,2,4.890738,-1.039558,3.8,1016.9,92
26.27,11,1,3,3.881183,-0.967688,4.1,1016.4,91
28.59,11,1,4,3.89748,-0.899804,4.3,1016.1,91
33.3,11,1,5,2.819078,-1.02606,4.5,1016.0,92
41.52,11,1,6,1.658075,-1.118386,4.8,1016.2,91
44.42,11,1,7,1.677579,-2.487113,5.3,1016.4,89
41.8,11,1,8,1.532089,-1.285575,5.5,1015.9,89
42.3,11,1,9,2.487113,-1.677579,5.7,1015.5,88
43.8,11,1,10,2.427051,-1.763356,5.6,1015.2,87
38.59,11,1,11,1.285575,-1.532089,5.8,1014.7,86
39.12,11,1,12,2.083975,-2.158019,6.0,1014.2,85
40.6,11,1,13,1.147153,-1.638304,6.2,1013.6,85
41.46,11,1,14,1.462707,-1.363997,6.3,1013.3,86
43.47,11,1,15,1.231323,-1.576022,6.2,1013.0,86
41.69,11,1,16,1.20363,-1.597271,6.0,1012.7,87
38.84,11,1,17,0.618034,-1.902113,6.0,1012.5,85
42.26,11,1,18,1.554292,-1.258641,4.2,1011.8,91
52.22,11,1,19,2.67302,-1.361971,3.1,1011.4,95
56.2,11,1,20,1.714335,-1.030076,2.6,1011.3,96
57.11,11,1,21,1.749239,-0.969619,1.9,1011.0,97
54.48,11,1,22,1.48629,-1.338261,0.8,1010.6,98
55.47,11,1,23,1.638304,-1.147153,0.8,1010.6,98
53.27,11,2,0,1.638304,-1.147153,1.3,1010.1,98
48.24,11,2,1,1.258641,-1.554292,1.3,1009.7,99
46.65,11,2,2,1.338261,-1.48629,1.0,1009.2,99
42.87,11,2,3,2.264129,-1.968177,0.6,1009.0,99
41.38,11,2,4,0.651136,-1.891037,0.5,1009.1,99
40.67,11,2,5,1.887961,-2.331438,-0.1,1008.6,99
38.55,11,2,6,1.338261,-1.48629,-0.1,1008.4,99
37.11,11,2,7,2.264129,-1.968177,-0.1,1008.4,99
36.3,11,2,8,1.846984,-2.364032,0.6,1008.5,99
34.0,11,2,9,1.118386,-1.658075,1.5,1008.8,99
33.36,11,2,10,1.22021,-2.740636,2.4,1008.1,98
37.17,11,2,11,1.5,-2.598076,3.9,1007.8,90
34.44,11,2,12,0.876742,-1.797588,5.0,1007.3,87
,11,2,13,1.12382,-2.781552,5.6,1006.9,85
,11,2,14,0.927051,-2.85317,4.6,1006.8,89
,11,2,15,1.118386,-1.658075,3.9,1006.7,91
,11,2,16,1.633917,-2.516012,3.0,1006.6,95
,11,2,17,1.361971,-2.67302,3.3,1006.5,96
,11,2,18,0.813473,-1.827091,3.7,1006.6,95
,11,2,19,0.381618,-1.963254,4.4,1006.7,93
,11,2,20,0.483844,-1.940591,4.7,1006.6,93
,11,2,21,0.156434,-0.987688,4.8,1006.7,94
,11,2,22,-0.390731,-0.920505,5.1,1006.6,95
,11,2,23,-0.559193,-0.829038,5.3,1006.4,95
,11,3,0,-2.836556,-0.976704,5.9,1006.3,88
,11,3,1,-3.782074,-1.302273,5.8,1006.3,87
,11,3,2,-4.851479,-1.209609,5.7,1006.5,89
,11,3,3,-3.782074,-1.302273,5.3,1006.8,94
,11,3,4,-4.829629,-1.294095,5.6,1006.9,92
,11,3,5,-3.734322,-1.433472,5.8,1007.1,90
,11,3,6,-3.734322,-1.433472,5.8,1007.2,92
,11,3,7,-3.863703,-1.035276,5.9,1007.6,92
18.31,11,3,8,-3.682019,-1.562925,6.0,1007.8,91
16.18,11,3,9,-4.781524,-1.461859,6.5,1008.3,87
15.24,11,3,10,-4.87185,-1.124755,6.8,1008.2,85
13.1,11,3,11,-4.829629,-1.294095,7.0,1008.1,82
12.94,11,3,12,-5.84622,-1.349706,7.3,1008.1,75
15.49,11,3,13,-4.727593,-1.627841,7.4,1007.6,77
14.16,11,3,14,-3.708735,-1.498426,7.4,1007.4,77
13.62,11,3,15,-4.87185,-1.124755,7.4,1007.9,78
15.92,11,3,16,-3.654182,-1.626947,7.4,1007.6,79
16.8,11,3,17,-4.602524,-1.953656,7.7,1007.6,80
15.07,11,3,18,-4.635919,-1.873033,7.7,1007.1,80
15.71,11,3,19,-4.698463,-1.710101,7.8,1006.9,81
16.7,11,3,20,-4.567727,-2.033683,8.0,1006.1,81
17.96,11,3,21,-4.602524,-1.953656,8.2,1005.4,82
15.01,11,3,22,-5.523029,-2.344387,8.1,1004.9,84
14.23,11,3,23,-4.330127,-2.5,8.0,1003.8,84
13.06,11,4,0,-4.455033,-2.269952,8.0,1003.1,84
9.8,11,4,1,-5.601483,-2.150208,7.5,1002.1,90
7.3,11,4,2,-6.728832,-1.929461,7.4,1001.6,92
5.48,11,4,3,-6.79207,-1.693453,7.4,1001.5,94
4.87,11,4,4,-6.761481,-1.811733,7.5,1001.4,95
5.87,11,4,5,-6.761481,-1.811733,7.7,1001.5,96
8.07,11,4,6,-5.908847,-1.041889,8.2,1001.8,96
8.81,11,4,7,-5.889763,-1.144854,8.4,1001.9,97
8.57,11,4,8,-5.868886,-1.24747,8.9,1002.2,96
6.97,11,4,9,-5.84622,-1.349706,9.3,1002.1,97
5.95,11,4,10,-6.847033,-1.455382,9.6,1002.0,97
5.74,11,4,11,-6.893654,-1.215537,10.0,1001.3,97
5.75,11,4,12,-6.913818,-1.095041,10.5,1001.2,96
5.74,11,4,13,-7.901507,-1.251476,10.9,1000.9,95
6.89,11,4,14,-6.947823,-0.853085,11.0,1001.1,96
7.41,11,4,15,-7.878462,-1.389185,11.3,1001.0,94
7.85,11,4,16,-7.922145,-1.113385,11.4,1000.9,93
8.52,11,4,17,-6.87139,-1.335663,10.9,1000.6,96
7.86,11,4,18,-6.847033,-1.455382,11.0,1000.6,96
7.04,11,4,19,-7.825181,-1.663294,11.4,999.8,91
5.92,11,4,20,-9.876883,-1.564345,11.5,999.9,88
5.68,11,4,21,-8.932915,-1.096824,11.6,999.9,85
5.34,11,4,22,-8.86327,-1.562834,11.6,1000.0,83
4.98,11,4,23,-8.86327,-1.562834,11.5,999.8,82
4.29,11,5,0,-7.922145,-1.113385,11.3,999.8,81
4.16,11,5,1,-8.998629,-0.157072,11.3,1000.2,79
4.31,11,5,2,-7.989036,0.418688,11.5,1000.4,76
4.25,11,5,3,-8.932915,1.096824,11.4,1000.3,75
4.4,11,5,4,-8.950697,0.940756,10.8,1001.0,75
5.06,11,5,5,-8.86327,1.562834,10.3,1001.3,73
6.23,11,5,6,-7.922145,1.113385,9.9,1002.2,73
6.3,11,5,7,-7.853017,1.526472,9.7,1003.1,74
7.49,11,5,8,-7.901507,1.251476,10.2,1003.4,73
7.89,11,5,9,-9.743701,2.249511,10.4,1004.0,71
7.97,11,5,10,-7.878462,1.389185,10.6,1003.9,70
8.26,11,5,11,-7.940369,0.974955,11.1,1003.7,68
7.14,11,5,12,-6.995736,-0.244296,11.2,1003.6,66
5.91,11,5,13,-5.999086,-0.104714,11.2,1002.9,68
7.82,11,5,14,-3.961072,-0.556692,10.4,1002.5,73
9.21,11,5,15,-3.682019,-1.562925,10.7,1001.6,77
7.66,11,5,16,-5.706339,-1.854102,11.1,1001.4,83
8.38,11,5,17,-5.795555,-1.552914,10.9,1001.0,83
8.66,11,5,18,-6.82059,-1.574657,9.8,1000.5,92
9.17,11,5,19,-4.698463,-1.710101,10.0,999.8,86
9.9,11,5,20,-4.781524,-1.461859,10.1,999.3,86
11.65,11,5,21,-4.806308,-1.378187,10.0,999.1,85
14.23,11,5,22,-4.727593,-1.627841,9.9,998.4,83
13.75,11,5,23,-4.755283,-1.545085,9.8,998.0,81
12.35,11,6,0,-3.53179,-1.877886,9.8,997.3,79
12.51,11,6,1,-3.53179,-1.877886,9.6,996.9,79
11.7,11,6,2,-3.682019,-1.562925,9.5,996.2,80
12.17,11,6,3,-5.523029,-2.344387,9.3,995.7,79
12.75,11,6,4,-3.564026,-1.815962,8.9,995.1,80
11.63,11,6,5,-4.414738,-2.347358,8.9,994.7,78
12.58,11,6,6,-3.464102,-2.0,8.4,994.6,81
13.5,11,6,7,-3.428669,-2.060152,8.4,994.4,81
14.6,11,6,8,-2.457456,-1.720729,8.5,994.2,80
14.37,11,6,9,-3.498479,-1.939238,8.7,994.0,78
14.64,11,6,10,-4.781524,-1.461859,9.0,993.8,75
15.7,11,6,11,-4.851479,-1.209609,9.0,993.6,75
17.38,11,6,12,-5.673111,-1.953409,8.7,993.4,76
20.79,11,6,13,-5.795555,-1.552914,8.5,993.8,78
21.83,11,6,14,-4.851479,-1.209609,8.3,993.9,80
20.46,11,6,15,-3.91259,-0.831647,8.2,994.4,81
21.62,11,6,16,-3.881183,-0.967688,7.5,994.7,90
22.04,11,6,17,-3.75877,-1.368081,7.6,995.0,90
22.31,11,6,18,-3.75877,-1.368081,7.6,995.4,89
21.76,11,6,19,-2.883785,-0.826912,7.2,996.0,94
21.01,11,6,20,-2.977638,-0.365608,7.0,996.8,93
18.87,11,6,21,-2.998172,-0.104698,6.7,997.5,94
15.45,11,6,22,-2.988584,0.261467,6.1,997.9,94
14.83,11,6,23,-2.970804,0.417519,5.9,998.4,96
15.45,11,0,0,-2.544144,1.589758,5.8,998.8,96
21.64,11,0,1,-0.71934,0.694658,5.3,999.3,95
19.25,11,0,2,-1.992389,0.174311,5.0,999.8,96
13.07,11,0,3,-0.99863,-0.052336,5.1,1000.2,96
12.75,11,0,4,-2.781552,1.12382,5.1,1001.0,96
10.52,11,0,5,-2.045995,2.194061,4.8,1001.5,96
11.67,11,0,6,0.034905,1.999695,5.1,1002.2,92
11.13,11,0,7,-0.312869,1.975377,5.2,1002.9,91
11.18,11,0,8,-1.172193,2.761515,5.4,1003.6,90
12.28,11,0,9,-0.938943,1.765895,5.4,1004.3,89
8.92,11,0,10,-1.361971,2.67302,6.0,1004.7,85
9.78,11,0,11,-1.172193,2.761515,5.7,1005.0,86
11.63,11,0,12,-1.267855,2.718923,5.7,1005.3,80
15.93,11,0,13,-0.584743,1.91261,5.8,1005.6,82
13.61,11,0,14,-1.147153,1.638304,4.5,1006.1,80
12.39,11,0,15,-1.677579,2.487113,3.1,1006.4,83
11.67,11,0,16,-1.985092,0.243739,3.1,1006.8,87
13.65,11,0,17,-1.94874,-0.449902,3.0,1007.2,90
21.65,11,0,18,-2.963065,-0.469303,2.9,1007.9,89
27.02,11,0,19,-1.980536,-0.278346,1.9,1008.4,91
27.22,11,0,20,-1.980536,-0.278346,1.2,1008.7,93
24.43,11,0,21,-1.891037,-0.651136,1.9,1009.0,94
20.93,11,0,22,-2.963065,-0.469303,1.8,1009.5,93
59.96,11,0,23,-1.922523,-0.551275,0.9,1009.5,93
36.77,11,1,0,-1.797588,-0.876742,0.9,1009.5,95
33.21,11,1,1,-3.881183,-0.967688,1.3,1009.7,94
29.38,11,1,2,-4.938442,-0.782172,0.9,1009.4,95
17.99,11,1,3,-3.984779,-0.348623,0.6,1009.6,97
16.62,11,1,4,-3.939231,-0.694593,1.4,1009.1,93
12.28,11,1,5,-3.734322,-1.433472,1.5,1008.6,89
8.93,11,1,6,-2.457456,-1.720729,1.7,1008.2,81
6.7,11,1,7,-2.457456,-1.720729,2.0,1007.8,82
6.81,11,1,8,-4.635919,-1.873033,2.7,1007.2,80
8.44,11,1,9,-5.84622,-1.349706,2.4,1007.5,88
10.25,11,1,10,-5.868886,-1.24747,2.4,1007.5,92
12.38,11,1,11,-4.972609,-0.522642,2.5,1007.7,94
12.99,11,1,12,-4.972609,-0.522642,2.7,1008.1,95
14.5,11,1,13,-3.970185,-0.487477,3.1,1008.4,96
14.6,11,1,14,-4.0,-0.0,3.4,1009.0,96
15.42,11,1,15,-3.970185,-0.487477,3.6,1009.4,96
17.24,11,1,16,-2.954423,-0.520945,3.8,1009.6,95
23.08,11,1,17,-2.92311,-0.674853,3.5,1010.0,96
25.58,11,1,18,-1.658075,-1.118386,3.2,1010.3,96
25.7,11,1,19,-2.718923,-1.267855,3.1,1010.4,96
27.57,11,1,20,-1.597271,-1.20363,3.8,1010.6,97
28.21,11,1,21,-1.94874,-0.449902,4.1,1010.9,96
28.1,11,1,22,-1.714335,-1.030076,4.5,1010.7,96
28.33,11,1,23,-2.781552,-1.12382,4.7,1010.7,96
28.99,11,2,0,-2.883785,-0.826912,4.7,1010.6,96
24.91,11,2,1,-3.75877,-1.368081,4.9,1010.4,94
19.7,11,2,2,-3.782074,-1.302273,4.8,1010.2,92
19.39,11,2,3,-2.598076,-1.5,4.7,1009.7,91
19.32,11,2,4,-2.571502,-1.545114,4.7,1009.6,94
18.28,11,2,5,-2.457456,-1.720729,4.7,1009.4,94
17.81,11,2,6,-2.194061,-2.045995,4.8,1009.3,92
16.28,11,2,7,-2.544144,-1.589758,5.0,1009.6,91
15.45,11,2,8,-2.571502,-1.545114,5.3,1009.6,90
14.65,11,2,9,-2.457456,-1.720729,5.3,1009.8,91
14.49,11,2,10,-2.457456,-1.720729,5.6,1009.4,90
14.34,11,2,11,-2.427051,-1.763356,5.7,1009.0,88
14.7,11,2,12,-2.427051,-1.763356,5.8,1008.5,90
15.33,11,2,13,-1.338261,-1.48629,5.8,1008.3,90
15.98,11,2,14,-1.285575,-1.532089,5.8,1008.0,89
17.27,11,2,15,-0.669131,-0.743145,5.6,1008.0,92
18.91,11,2,16,-1.363997,-1.462707,5.3,1007.9,93
20.9,11,2,17,-1.175571,-1.618034,5.1,1007.7,95
23.16,11,2,18,-0.515038,-0.857167,5.1,1007.5,95
23.73,11,2,19,-0.34202,-0.939693,4.3,1007.2,94
24.33,11,2,20,-0.190809,-0.981627,4.1,1007.1,95
24.19,11,2,21,-0.258819,-0.965926,4.4,1006.9,95
23.18,11,2,22,0.45399,-0.891007,3.9,1006.7,96
20.06,11,2,23,0.358368,-0.93358,4.2,1006.4,95
18.97,11,3,0,-0.069756,-0.997564,4.2,1005.9,95
19.68,11,3,1,0.241922,-0.970296,4.0,1005.5,95
19.44,11,3,2,0.121869,-0.992546,4.0,1004.9,95
21.98,11,3,3,0.618034,-1.902113,4.0,1004.2,92
28.2,11,3,4,0.584743,-1.91261,3.8,1003.5,91
27.41,11,3,5,0.716736,-1.867161,3.3,1002.8,91
26.39,11,3,6,1.285575,-1.532089,1.9,1002.3,92
27.96,11,3,7,1.532089,-1.285575,1.2,1001.8,92
28.2,11,3,8,2.571502,-1.545114,2.2,1001.1,88
29.74,11,3,9,1.361971,-2.67302,3.2,1000.4,80
27.38,11,3,10,1.763356,-2.427051,4.2,999.1,77
31.16,11,3,11,0.826912,-2.883785,4.8,998.1,73
33.87,11,3,12,0.927051,-2.85317,5.1,997.1,71
29.61,11,3,13,-0.584743,-1.91261,5.5,996.4,69
29.98,11,3,14,0.104672,-1.997259,4.1,995.9,69
32.35,11,3,15,1.0,-1.732051,3.5,995.0,76
34.35,11,3,16,1.267855,-2.718923,3.5,994.4,75
38.17,11,3,17,0.312869,-1.975377,3.5,994.0,76
39.32,11,3,18,-0.45399,-0.891007,3.7,993.8,77
37.85,11,3,19,-1.059839,-1.696096,3.8,993.1,77
34.68,11,3,20,-1.175571,-1.618034,3.6,993.2,80
34.28,11,3,21,-2.718923,-1.267855,3.6,993.1,73
34.09,11,3,22,-3.464102,-2.0,3.7,992.9,70
30.14,11,3,23,-4.755283,-1.545085,3.2,993.1,71
28.2,11,4,0,-3.595176,-1.753485,3.0,992.6,71
28.68,11,4,1,-2.427051,-1.763356,3.0,992.4,72
29.43,11,4,2,-2.457456,-1.720729,3.0,992.1,72
29.4,11,4,3,-1.363997,-1.462707,2.8,991.4,74
31.47,11,4,4,-0.415823,-1.956295,2.7,991.2,77
32.65,11,4,5,-0.584743,-1.91261,2.8,990.9,76
32.93,11,4,6,-0.618034,-1.902113,2.8,991.0,77
35.11,11,4,7,-0.551275,-1.922523,2.8,990.8,77
36.7,11,4,8,0.68404,-1.879385,2.9,990.8,77
35.63,11,4,9,-0.243739,-1.985092,3.3,990.6,77
34.34,11,4,10,0.618034,-1.902113,3.7,989.9,76
32.12,11,4,11,0.483844,-1.940591,3.9,989.3,76
32.11,11,4,12,1.389317,-1.43868,3.7,988.3,77
33.82,11,4,13,1.554292,-1.258641,3.6,987.5,77
32.04,11,4,14,1.677341,-1.089278,3.4,986.7,78
24.08,11,4,15,3.392192,-2.119677,2.7,986.1,83
29.15,11,4,16,2.85317,-0.927051,0.7,985.9,94
36.78,11,4,17,1.91261,0.584743,0.4,985.0,96
38.4,11,4,18,2.778633,2.877359,0.7,983.8,96
34.54,11,4,19,3.464102,2.0,1.0,983.0,96
32.17,11,4,20,2.045995,2.194061,1.4,982.0,96
31.37,11,4,21,2.0,3.464102,1.7,980.7,96
22.72,11,4,22,1.562925,3.682019,1.7,979.7,96
16.36,11,4,23,0.776457,2.897777,1.7,979.0,96
14.77,11,5,0,0.976704,2.836556,1.4,978.7,96
11.88,11,5,1,0.520945,2.954423,1.0,978.0,96
8.19,11,5,2,-0.278346,1.980536,0.5,977.4,96
6.74,11,5,3,-1.985092,0.243739,0.2,977.1,97
7.87,11,5,4,-1.940591,-0.483844,0.2,977.3,97
9.96,11,5,5,-2.954423,-0.520945,0.2,977.8,98
10.3,11,5,6,-2.934443,-0.623735,0.3,978.4,98
12.82,11,5,7,-2.836556,-0.976704,0.4,979.5,98
